polygon_id,year,trench_area,trench_number,x,y,new_id,book,uri
390,2013,CA,76,66,-41,CA76_2013_390,,
390,2013,CA,76,66,-39,CA76_2013_390,,
390,2013,CA,76,71,-39,CA76_2013_390,,
390,2013,CA,76,71,-41,CA76_2013_390,,
390,2013,CA,76,66,-41,CA76_2013_390,,
391,2013,CA,77,65,-44,CA77_2013_391,,
391,2013,CA,77,65,-41,CA77_2013_391,,
391,2013,CA,77,71,-41,CA77_2013_391,,
391,2013,CA,77,71,-44,CA77_2013_391,,
391,2013,CA,77,65,-44,CA77_2013_391,,
392,2013,CA,78,66,-34,CA78_2013_392,,
392,2013,CA,78,66,-30,CA78_2013_392,,
392,2013,CA,78,70,-30,CA78_2013_392,,
392,2013,CA,78,70,-34,CA78_2013_392,,
392,2013,CA,78,66,-34,CA78_2013_392,,
393,2013,CA,79,63,-43,CA79_2013_393,,
393,2013,CA,79,63,-39,CA79_2013_393,,
393,2013,CA,79,66,-39,CA79_2013_393,,
393,2013,CA,79,66,-41,CA79_2013_393,,
393,2013,CA,79,65,-41,CA79_2013_393,,
393,2013,CA,79,65,-43,CA79_2013_393,,
393,2013,CA,79,63,-43,CA79_2013_393,,
394,2013,CA,71,59,-34,CA71_2013_394,,
394,2013,CA,71,59,-33.5,CA71_2013_394,,
394,2013,CA,71,63,-33.5,CA71_2013_394,,
394,2013,CA,71,63,-34,CA71_2013_394,,
394,2013,CA,71,59,-34,CA71_2013_394,,
395,2013,CA,72,66,-39,CA72_2013_395,,
395,2013,CA,72,66,-36,CA72_2013_395,,
395,2013,CA,72,71,-36,CA72_2013_395,,
395,2013,CA,72,71,-39,CA72_2013_395,,
395,2013,CA,72,66,-39,CA72_2013_395,,
396,2013,CA,73,66,-36,CA73_2013_396,,
396,2013,CA,73,66,-34,CA73_2013_396,,
396,2013,CA,73,71,-34,CA73_2013_396,,
396,2013,CA,73,71,-36,CA73_2013_396,,
396,2013,CA,73,66,-36,CA73_2013_396,,
397,2013,CA,74,56,-34,CA74_2013_397,,
397,2013,CA,74,56,-33.5,CA74_2013_397,,
397,2013,CA,74,59,-33.5,CA74_2013_397,,
397,2013,CA,74,59,-34,CA74_2013_397,,
397,2013,CA,74,56,-34,CA74_2013_397,,
398,1993,CB,27,-62,-11,CB27_1993_398,,
398,1993,CB,27,-55,-11,CB27_1993_398,,
398,1993,CB,27,-55,-17,CB27_1993_398,,
398,1993,CB,27,-62,-17,CB27_1993_398,,
399,2014,T,66,106.8956522,-46.75043478,T66_2014_399,,
399,2014,T,66,109.8682609,-46.79217391,T66_2014_399,,
399,2014,T,66,109.91,-49.77,T66_2014_399,,
399,2014,T,66,106.9373913,-49.72826087,T66_2014_399,,
400,2014,T,66,105.9047826,-46.73652174,T66_2014_400,,
400,2014,T,66,106.8956522,-46.75043478,T66_2014_400,,
400,2014,T,66,106.9373913,-49.72826087,T66_2014_400,,
400,2014,T,66,105.9465217,-49.71434783,T66_2014_400,,
401,2014,T,66,105.8908696,-45.74391304,T66_2014_401,,
401,2014,T,66,109.8543478,-45.79956522,T66_2014_401,,
401,2014,T,66,109.8682609,-46.79217391,T66_2014_401,,
401,2014,T,66,105.9047826,-46.73652174,T66_2014_401,,
402,2015,T,66,105.8908696,-45.74391304,T66_2015_402,,
402,2015,T,66,109.8543478,-45.79956522,T66_2015_402,,
402,2015,T,66,109.8682609,-46.79217391,T66_2015_402,,
402,2015,T,66,105.9047826,-46.73652174,T66_2015_402,,
403,2015,T,66,105.8630435,-43.75869565,T66_2015_403,,
403,2015,T,66,108.8356522,-43.80043478,T66_2015_403,,
403,2015,T,66,108.8773913,-46.77826087,T66_2015_403,,
403,2015,T,66,105.9047826,-46.73652174,T66_2015_403,,
404,2015,T,66,108.8356522,-43.80043478,T66_2015_404,,
404,2015,T,66,109.8265217,-43.81434783,T66_2015_404,,
404,2015,T,66,109.8682609,-46.79217391,T66_2015_404,,
404,2015,T,66,108.8773913,-46.77826087,T66_2015_404,,
405,2014,T,61,92.04652174,-47.53434783,T61_2014_405,,
405,2014,T,61,96.01,-47.59,T61_2014_405,,
405,2014,T,61,96.03782609,-49.57521739,T61_2014_405,,
405,2014,T,61,92.07434783,-49.51956522,T61_2014_405,,
406,2014,T,61,92.07434783,-49.51956522,T61_2014_406,,
406,2014,T,61,96.03782609,-49.57521739,T61_2014_406,,
406,2014,T,61,96.06565217,-51.56043478,T61_2014_406,,
406,2014,T,61,92.10217391,-51.50478261,T61_2014_406,,
407,2014,T,62,92.10217391,-51.50478261,T62_2014_407,,
407,2014,T,62,96.06565217,-51.56043478,T62_2014_407,,
407,2014,T,62,96.09347826,-53.54565217,T62_2014_407,,
407,2014,T,62,92.13,-53.49,T62_2014_407,,
408,2014,T,62,92.13,-53.49,T62_2014_408,,
408,2014,T,62,95.1026087,-53.53173913,T62_2014_408,,
408,2014,T,62,95.13043478,-55.51695652,T62_2014_408,,
408,2014,T,62,92.15782609,-55.47521739,T62_2014_408,,
409,2014,T,62,95.1026087,-53.53173913,T62_2014_409,,
409,2014,T,62,96.09347826,-53.54565217,T62_2014_409,,
409,2014,T,62,96.07956522,-52.55304348,T62_2014_409,,
409,2014,T,62,98.06130435,-52.58086957,T62_2014_409,,
409,2014,T,62,98.10304348,-55.55869565,T62_2014_409,,
409,2014,T,62,95.13043478,-55.51695652,T62_2014_409,,
410,2014,T,69,87.98565217,-40.53043478,T69_2014_410,,
410,2014,T,69,90.95826087,-40.57217391,T69_2014_410,,
410,2014,T,69,90.98608696,-42.5573913,T69_2014_410,,
410,2014,T,69,88.01347826,-42.51565217,T69_2014_410,,
411,2014,T,69,87.97173913,-39.53782609,T69_2014_411,,
411,2014,T,69,90.94434783,-39.57956522,T69_2014_411,,
411,2014,T,69,90.95826087,-40.57217391,T69_2014_411,,
411,2014,T,69,87.98565217,-40.53043478,T69_2014_411,,
412,2014,T,67,189,-45,T67_2014_412,,
412,2014,T,67,190,-45,T67_2014_412,,
412,2014,T,67,190,-48,T67_2014_412,,
412,2014,T,67,189,-48,T67_2014_412,,
413,2014,T,63,98.07521739,-53.57347826,T63_2014_413,,
413,2014,T,63,101.0478261,-53.61521739,T63_2014_413,,
413,2014,T,63,101.006087,-50.6373913,T63_2014_413,,
413,2014,T,63,98.03347826,-50.59565217,T63_2014_413,,
414,2014,T,63,98.10304348,-55.55869565,T63_2014_414,,
414,2014,T,63,101.0756522,-55.60043478,T63_2014_414,,
414,2014,T,63,101.0478261,-53.61521739,T63_2014_414,,
414,2014,T,63,98.07521739,-53.57347826,T63_2014_414,,
415,2014,T,68,190,-54,T68_2014_415,,
415,2014,T,68,188,-54,T68_2014_415,,
415,2014,T,68,188,-56,T68_2014_415,,
415,2014,T,68,190,-56,T68_2014_415,,
416,2014,T,65,97.92217391,-42.65478261,T65_2014_416,,
416,2014,T,65,100.8947826,-42.69652174,T65_2014_416,,
416,2014,T,65,100.9365217,-45.67434783,T65_2014_416,,
416,2014,T,65,97.96391304,-45.6326087,T65_2014_416,,
417,2014,T,65,100.8947826,-42.69652174,T65_2014_417,,
417,2014,T,65,101.8856522,-42.71043478,T65_2014_417,,
417,2014,T,65,101.9413043,-46.68086957,T65_2014_417,,
417,2014,T,65,97.97782609,-46.62521739,T65_2014_417,,
417,2014,T,65,97.96391304,-45.6326087,T65_2014_417,,
417,2014,T,65,100.9365217,-45.67434783,T65_2014_417,,
418,2014,T,64,97.97782609,-46.62521739,T64_2014_418,,
418,2014,T,64,100.9504348,-46.66695652,T64_2014_418,,
418,2014,T,64,100.9921739,-49.64478261,T64_2014_418,,
418,2014,T,64,98.01956522,-49.60304348,T64_2014_418,,
419,2014,T,59,92.92608696,-39.6073913,T59_2014_419,,
419,2014,T,59,94.90782609,-39.63521739,T59_2014_419,,
419,2014,T,59,94.96347826,-43.60565217,T59_2014_419,,
419,2014,T,59,92.98173913,-43.57782609,T59_2014_419,,
420,2014,T,59,90.94434783,-39.57956522,T59_2014_420,,
420,2014,T,59,92.92608696,-39.6073913,T59_2014_420,,
420,2014,T,59,92.98173913,-43.57782609,T59_2014_420,,
420,2014,T,59,91,-43.55,T59_2014_420,,
421,2014,T,59,94.90782609,-39.63521739,T59_2014_421,,
421,2014,T,59,96.42385652,-39.65650435,T59_2014_421,,
421,2014,T,59,96.43220435,-40.25206957,T59_2014_421,,
421,2014,T,59,96.89791304,-40.2586087,T59_2014_421,,
421,2014,T,59,96.94521739,-43.63347826,T59_2014_421,,
421,2014,T,59,94.96347826,-43.60565217,T59_2014_421,,
422,2014,T,60,92.98173913,-43.57782609,T60_2014_422,,
422,2014,T,60,96.94521739,-43.63347826,T60_2014_422,,
422,2014,T,60,96.97304348,-45.61869565,T60_2014_422,,
422,2014,T,60,93.00956522,-45.56304348,T60_2014_422,,
423,2014,T,60,96.94521739,-43.63347826,T60_2014_423,,
423,2014,T,60,97.93608696,-43.6473913,T60_2014_423,,
423,2014,T,60,97.96391304,-45.6326087,T60_2014_423,,
423,2014,T,60,96.97304348,-45.61869565,T60_2014_423,,
424,2014,T,57,90.86086957,-33.62391304,T57_2014_424,,
424,2014,T,57,94.82434783,-33.67956522,T57_2014_424,,
424,2014,T,57,94.85217391,-35.66478261,T57_2014_424,,
424,2014,T,57,90.88869565,-35.60913043,T57_2014_424,,
425,2014,T,57,94.82434783,-33.67956522,T57_2014_425,,
425,2014,T,57,96.80608696,-33.7073913,T57_2014_425,,
425,2014,T,57,96.86173913,-37.67782609,T57_2014_425,,
425,2014,T,57,93.88913043,-37.63608696,T57_2014_425,,
425,2014,T,57,93.86130435,-35.65086957,T57_2014_425,,
425,2014,T,57,94.85217391,-35.66478261,T57_2014_425,,
426,2014,T,57,88.87913043,-33.59608696,T57_2014_426,,
426,2014,T,57,90.86086957,-33.62391304,T57_2014_426,,
426,2014,T,57,90.88869565,-35.60913043,T57_2014_426,,
426,2014,T,57,88.90695652,-35.58130435,T57_2014_426,,
427,2014,T,58,90.91652174,-37.59434783,T58_2014_427,,
427,2014,T,58,94.88,-37.65,T58_2014_427,,
427,2014,T,58,94.90782609,-39.63521739,T58_2014_427,,
427,2014,T,58,90.94434783,-39.57956522,T58_2014_427,,
428,2015,T,62,92.13,-53.49,T62_2015_428,,
428,2015,T,62,96.09347826,-53.54565217,T62_2015_428,,
428,2015,T,62,96.13521739,-56.52347826,T62_2015_428,,
428,2015,T,62,92.17173913,-56.46782609,T62_2015_428,,
429,2015,T,73,88.86521739,-32.60347826,T73_2015_429,,
429,2015,T,73,92.82869565,-32.65913043,T73_2015_429,,
429,2015,T,73,92.85652174,-34.64434783,T73_2015_429,,
429,2015,T,73,88.89304348,-34.58869565,T73_2015_429,,
430,2015,T,80,94.88,-37.65,T80_2015_430,,
430,2015,T,80,96.86173913,-37.67782609,T80_2015_430,,
430,2015,T,80,96.90347826,-40.65565217,T80_2015_430,,
430,2015,T,80,94.92173913,-40.62782609,T80_2015_430,,
431,2015,T,74,96.84782609,-36.68521739,T74_2015_431,,
431,2015,T,74,99.82043478,-36.72695652,T74_2015_431,,
431,2015,T,74,99.86217391,-39.70478261,T74_2015_431,,
431,2015,T,74,96.88956522,-39.66304348,T74_2015_431,,
432,2015,T,75,101.9134783,-44.69565217,T75_2015_432,,
432,2015,T,75,103.8952174,-44.72347826,T75_2015_432,,
432,2015,T,75,103.9508696,-48.69391304,T75_2015_432,,
432,2015,T,75,101.9691304,-48.66608696,T75_2015_432,,
433,2015,T,75,101.8856522,-42.71043478,T75_2015_433,,
433,2015,T,75,105.8491304,-42.76608696,T75_2015_433,,
433,2015,T,75,105.8769565,-44.75130435,T75_2015_433,,
433,2015,T,75,101.9134783,-44.69565217,T75_2015_433,,
434,2015,T,78,105.8213043,-40.78086957,T78_2015_434,,
434,2015,T,78,108.793913,-40.8226087,T78_2015_434,,
434,2015,T,78,108.8356522,-43.80043478,T78_2015_434,,
434,2015,T,78,105.8630435,-43.75869565,T78_2015_434,,
435,2015,T,71,85.92043478,-34.54695652,T71_2015_435,,
435,2015,T,71,88.89304348,-34.58869565,T71_2015_435,,
435,2015,T,71,88.93478261,-37.56652174,T71_2015_435,,
435,2015,T,71,85.96217391,-37.52478261,T71_2015_435,,
436,2015,T,79,102.8208696,-38.75391304,T79_2015_436,,
436,2015,T,79,105.7934783,-38.79565217,T79_2015_436,,
436,2015,T,79,105.8352174,-41.77347826,T79_2015_436,,
436,2015,T,79,102.8626087,-41.73173913,T79_2015_436,,
437,2015,T,70,87.94391304,-37.5526087,T70_2015_437,,
437,2015,T,70,90.91652174,-37.59434783,T70_2015_437,,
437,2015,T,70,90.95826087,-40.57217391,T70_2015_437,,
437,2015,T,70,87.98565217,-40.53043478,T70_2015_437,,
438,2015,T,70,90.91652174,-37.59434783,T70_2015_438,,
438,2015,T,70,92.89826087,-37.62217391,T70_2015_438,,
438,2015,T,70,92.9066087,-38.21773913,T70_2015_438,,
438,2015,T,70,90.92486957,-38.18991304,T70_2015_438,,
439,2015,T,58,90.92486957,-38.18991304,T58_2015_439,,
439,2015,T,58,92.9066087,-38.21773913,T58_2015_439,,
439,2015,T,58,92.89826087,-37.62217391,T58_2015_439,,
439,2015,T,58,94.88,-37.65,T58_2015_439,,
439,2015,T,58,94.91533913,-40.17122609,T58_2015_439,,
439,2015,T,58,90.95186087,-40.11557391,T58_2015_439,,
440,2015,T,58,90.95186087,-40.11557391,T58_2015_440,,
440,2015,T,58,92.93262609,-40.07391739,T58_2015_440,,
440,2015,T,58,92.94,-40.6,T58_2015_440,,
440,2015,T,58,90.95826087,-40.57217391,T58_2015_440,,
441,2015,T,71,85.92043478,-34.54695652,T71_2015_441,,
441,2015,T,71,88.89304348,-34.58869565,T71_2015_441,,
441,2015,T,71,88.93478261,-37.56652174,T71_2015_441,,
441,2015,T,71,85.96217391,-37.52478261,T71_2015_441,,
442,2015,T,78,105.7934783,-38.79565217,T78_2015_442,,
442,2015,T,78,108.766087,-38.8373913,T78_2015_442,,
442,2015,T,78,108.793913,-40.8226087,T78_2015_442,,
442,2015,T,78,105.8213043,-40.78086957,T78_2015_442,,
443,2015,T,74,96.88956522,-39.66304348,T74_2015_443,,
443,2015,T,74,99.86217391,-39.70478261,T74_2015_443,,
443,2015,T,74,99.87608696,-40.6973913,T74_2015_443,,
443,2015,T,74,96.90347826,-40.65565217,T74_2015_443,,
444,2015,T,74,96.90347826,-40.65565217,T74_2015_444,,
444,2015,T,74,98.88521739,-40.68347826,T74_2015_444,,
444,2015,T,74,98.92695652,-43.66130435,T74_2015_444,,
444,2015,T,74,96.94521739,-43.63347826,T74_2015_444,,
445,2015,T,66,109.8265217,-43.81434783,T66_2015_445,,
445,2015,T,66,110.8173913,-43.82826087,T66_2015_445,,
445,2015,T,66,110.8730435,-47.79869565,T66_2015_445,,
445,2015,T,66,109.8821739,-47.78478261,T66_2015_445,,
446,2015,T,76,103.8952174,-44.72347826,T76_2015_446,,
446,2015,T,76,105.8769565,-44.75130435,T76_2015_446,,
446,2015,T,76,105.9326087,-48.72173913,T76_2015_446,,
446,2015,T,76,103.9508696,-48.69391304,T76_2015_446,,
447,2015,T,72,85.8926087,-32.56173913,T72_2015_447,,
447,2015,T,72,88.86521739,-32.60347826,T72_2015_447,,
447,2015,T,72,88.89304348,-34.58869565,T72_2015_447,,
447,2015,T,72,85.92043478,-34.54695652,T72_2015_447,,
448,2015,T,77,99.83434783,-37.71956522,T77_2015_448,,
448,2015,T,77,102.8069565,-37.76130435,T77_2015_448,,
448,2015,T,77,102.8486957,-40.73913043,T77_2015_448,,
448,2015,T,77,99.87608696,-40.6973913,T77_2015_448,,
449,2015,T,77,99.87608696,-40.6973913,T77_2015_449,,
449,2015,T,77,102.8486957,-40.73913043,T77_2015_449,,
449,2015,T,77,102.8765217,-42.72434783,T77_2015_449,,
449,2015,T,77,99.90391304,-42.6826087,T77_2015_449,,
450,2015,T,81,108.793913,-40.8226087,T81_2015_450,,
450,2015,T,81,111.7665217,-40.86434783,T81_2015_450,,
450,2015,T,81,111.8082609,-43.84217391,T81_2015_450,,
450,2015,T,81,108.8356522,-43.80043478,T81_2015_450,,
451,2015,T,81,108.8356522,-43.80043478,T81_2015_451,,
451,2015,T,81,109.7076174,-43.81267826,T81_2015_451,,
451,2015,T,81,109.5422304,-44.02868696,T81_2015_451,,
451,2015,T,81,108.8381565,-43.97910435,T81_2015_451,,
452,2015,T,57,88.93478261,-37.56652174,T57_2015_452,,
452,2015,T,57,88.89304348,-34.58869565,T57_2015_452,,
452,2015,T,57,92.85652174,-34.64434783,T57_2015_452,,
452,2015,T,57,92.85234783,-34.34656522,T57_2015_452,,
452,2015,T,57,96.81304348,-34.20369565,T57_2015_452,,
452,2015,T,57,96.86173913,-37.67782609,T57_2015_452,,
452,2015,T,57,94.88,-37.65,T57_2015_452,,
452,2015,T,57,94.88695652,-38.14630435,T57_2015_452,,
452,2015,T,57,93.89608696,-38.1323913,T57_2015_452,,
452,2015,T,57,93.86826087,-36.14717391,T57_2015_452,,
452,2015,T,57,92.8773913,-36.13326087,T57_2015_452,,
452,2015,T,57,92.89826087,-37.62217391,T57_2015_452,,
453,2015,T,57,92.8773913,-36.13326087,T57_2015_453,,
453,2015,T,57,93.86826087,-36.14717391,T57_2015_453,,
453,2015,T,57,93.89608696,-38.1323913,T57_2015_453,,
453,2015,T,57,92.90521739,-38.11847826,T57_2015_453,,
454,2016,T,66,105,-43,T66_2016_454,,
454,2016,T,66,107,-43,T66_2016_454,,
454,2016,T,66,107,-43.5,T66_2016_454,,
454,2016,T,66,109,-43.5,T66_2016_454,,
454,2016,T,66,109,-46,T66_2016_454,,
454,2016,T,66,107,-46,T66_2016_454,,
454,2016,T,66,107,-45,T66_2016_454,,
454,2016,T,66,105,-45,T66_2016_454,,
455,2016,T,82,74,-38,T82_2016_455,,
455,2016,T,82,79,-38,T82_2016_455,,
455,2016,T,82,79,-42,T82_2016_455,,
455,2016,T,82,74,-42,T82_2016_455,,
456,2016,T,83,80,-43,T83_2016_456,,
456,2016,T,83,84,-43,T83_2016_456,,
456,2016,T,83,84,-47,T83_2016_456,,
456,2016,T,83,85,-47,T83_2016_456,,
456,2016,T,83,85,-50,T83_2016_456,,
456,2016,T,83,83,-50,T83_2016_456,,
456,2016,T,83,83,-49,T83_2016_456,,
456,2016,T,83,80,-49,T83_2016_456,,
457,2016,T,84,33,-35,T84_2016_457,,
457,2016,T,84,35,-35,T84_2016_457,,
457,2016,T,84,35,-37,T84_2016_457,,
457,2016,T,84,33,-37,T84_2016_457,,
458,2016,T,85,91,-16,T85_2016_458,,
458,2016,T,85,93,-16,T85_2016_458,,
458,2016,T,85,93,-19,T85_2016_458,,
458,2016,T,85,91,-19,T85_2016_458,,
459,2016,T,86,91,-37,T86_2016_459,,
459,2016,T,86,95,-37,T86_2016_459,,
459,2016,T,86,95,-41,T86_2016_459,,
459,2016,T,86,91,-41,T86_2016_459,,
460,2016,T,87,70,-45,T87_2016_460,,
460,2016,T,87,73,-45,T87_2016_460,,
460,2016,T,87,73,-47,T87_2016_460,,
460,2016,T,87,75,-47,T87_2016_460,,
460,2016,T,87,75,-49,T87_2016_460,,
460,2016,T,87,70,-49,T87_2016_460,,
461,2016,T,88,102,-40,T88_2016_461,,
461,2016,T,88,107,-40,T88_2016_461,,
461,2016,T,88,107,-43,T88_2016_461,,
461,2016,T,88,102,-43,T88_2016_461,,
462,2016,CB,61,54,-72,CB61_2016_462,,
462,2016,CB,61,57,-72,CB61_2016_462,,
462,2016,CB,61,57,-74,CB61_2016_462,,
462,2016,CB,61,54,-74,CB61_2016_462,,
463,2016,CB,62,54,-69,CB62_2016_463,,
463,2016,CB,62,57,-69,CB62_2016_463,,
463,2016,CB,62,57,-71,CB62_2016_463,,
463,2016,CB,62,54,-71,CB62_2016_463,,
464,2016,TSF,4,136,-30,TSF4_2016_464,,
464,2016,TSF,4,140,-30,TSF4_2016_464,,
464,2016,TSF,4,140,-37,TSF4_2016_464,,
464,2016,TSF,4,136,-37,TSF4_2016_464,,
465,2017,CA,85,43,-29,CA85_2017_465,,
465,2017,CA,85,47,-29,CA85_2017_465,,
465,2017,CA,85,47,-33,CA85_2017_465,,
465,2017,CA,85,43,-33,CA85_2017_465,,
466,2017,CA,86,47,-27,CA86_2017_466,,
466,2017,CA,86,51,-27,CA86_2017_466,,
466,2017,CA,86,51,-29,CA86_2017_466,,
466,2017,CA,86,47,-29,CA86_2017_466,,
467,2017,CA,87,28,-25,CA87_2017_467,,
467,2017,CA,87,30,-25,CA87_2017_467,,
467,2017,CA,87,30,-27,CA87_2017_467,,
467,2017,CA,87,32,-27,CA87_2017_467,,
467,2017,CA,87,32,-30,CA87_2017_467,,
467,2017,CA,87,28,-30,CA87_2017_467,,
468,2017,CA,88,81,14,CA88_2017_468,,
468,2017,CA,88,87,14,CA88_2017_468,,
468,2017,CA,88,87,10,CA88_2017_468,,
468,2017,CA,88,81,10,CA88_2017_468,,
469,2017,CA,89,25,-23,CA89_2017_469,,
469,2017,CA,89,28,-23,CA89_2017_469,,
469,2017,CA,89,28,-27,CA89_2017_469,,
469,2017,CA,89,25,-27,CA89_2017_469,,
470,2017,CB,63,-80,0,CB63_2017_470,,
470,2017,CB,63,-75,0,CB63_2017_470,,
470,2017,CB,63,-75,-5,CB63_2017_470,,
470,2017,CB,63,-80,-5,CB63_2017_470,,
471,2017,T,89,102,-60,T89_2017_471,,
471,2017,T,89,107,-60,T89_2017_471,,
471,2017,T,89,107,-62,T89_2017_471,,
471,2017,T,89,102,-62,T89_2017_471,,
472,2017,T,90,103,-41,T90_2017_472,,
472,2017,T,90,110,-41,T90_2017_472,,
472,2017,T,90,110,-47,T90_2017_472,,
472,2017,T,90,103,-47,T90_2017_472,,
473,2018,T,90,103,-41,T90_2018_473,,
473,2018,T,90,110,-41,T90_2018_473,,
473,2018,T,90,110,-47,T90_2018_473,,
473,2018,T,90,103,-47,T90_2018_473,,
474,2018,T,91,171,-46,T91_2018_474,,
474,2018,T,91,174,-46,T91_2018_474,,
474,2018,T,91,174,-49,T91_2018_474,,
474,2018,T,91,170,-49,T91_2018_474,,
475,2018,T,92,168,-46,T92_2018_475,,
475,2018,T,92,171,-46,T92_2018_475,,
475,2018,T,92,171,-49,T92_2018_475,,
475,2018,T,92,168,-49,T92_2018_475,,
476,2018,T,93,170,-49,T93_2018_476,,
476,2018,T,93,174,-49,T93_2018_476,,
476,2018,T,93,174,-52,T93_2018_476,,
476,2018,T,93,170,-52,T93_2018_476,,
477,2019,T,96,142,-92,T96_2019_477,,
477,2019,T,96,142,-96,T96_2019_477,,
477,2019,T,96,138,-96,T96_2019_477,,
477,2019,T,96,138,-92,T96_2019_477,,
478,2019,T,26,175.81,-64.5,T26_2019_478,,
478,2019,T,26,175.81,-66.5,T26_2019_478,,
478,2019,T,26,177.81,-66.5,T26_2019_478,,
478,2019,T,26,177.81,-67.92,T26_2019_478,,
478,2019,T,26,175.81,-67.92,T26_2019_478,,
478,2019,T,26,175.81,-69.5,T26_2019_478,,
478,2019,T,26,173.31,-69.5,T26_2019_478,,
478,2019,T,26,173.31,-66.5,T26_2019_478,,
478,2019,T,26,174.31,-66.5,T26_2019_478,,
478,2019,T,26,174.31,-64.5,T26_2019_478,,
479,2019,T,98,148,-89,T98_2019_479,,
479,2019,T,98,148,-94,T98_2019_479,,
479,2019,T,98,146,-94,T98_2019_479,,
479,2019,T,98,146,-89,T98_2019_479,,
480,2019,T,22,173,-52,T22_2019_480,,
480,2019,T,22,173,-60,T22_2019_480,,
480,2019,T,22,170,-60,T22_2019_480,,
480,2019,T,22,170,-52,T22_2019_480,,
481,2019,T,97,142,-94,T97_2019_481,,
481,2019,T,97,146,-94,T97_2019_481,,
481,2019,T,97,146,-98,T97_2019_481,,
481,2019,T,97,142,-98,T97_2019_481,,
482,2019,T,99,100,-71,T99_2019_482,,
482,2019,T,99,103,-71,T99_2019_482,,
482,2019,T,99,103,-75,T99_2019_482,,
482,2019,T,99,102,-75,T99_2019_482,,
482,2019,T,99,102,-74,T99_2019_482,,
482,2019,T,99,100,-74,T99_2019_482,,
483,2019,T,94,106,-69,T94_2019_483,,
483,2019,T,94,106,-77,T94_2019_483,,
483,2019,T,94,103,-77,T94_2019_483,,
483,2019,T,94,103,-69,T94_2019_483,,
484,2019,T,95,110,-69,T95_2019_484,,
484,2019,T,95,110,-78,T95_2019_484,,
484,2019,T,95,106,-78,T95_2019_484,,
484,2019,T,95,106,-69,T95_2019_484,,
485,2019,T,90,103,-38,T90_2019_485,,
485,2019,T,90,110,-38,T90_2019_485,,
485,2019,T,90,110,-48,T90_2019_485,,
485,2019,T,90,103,-48,T90_2019_485,,
486,2022,T,100,173,-56,T100_2022_486,,
486,2022,T,100,174,-56,T100_2022_486,,
486,2022,T,100,174,-58,T100_2022_486,,
486,2022,T,100,176,-58,T100_2022_486,,
486,2022,T,100,176,-64,T100_2022_486,,
486,2022,T,100,174,-64,T100_2022_486,,
486,2022,T,100,174,-60,T100_2022_486,,
486,2022,T,100,173,-60,T100_2022_486,,
487,2022,CA,91,23,-5,CA91_2022_487,,
487,2022,CA,91,28,-5,CA91_2022_487,,
487,2022,CA,91,28,-9,CA91_2022_487,,
487,2022,CA,91,23,-9,CA91_2022_487,,
488,2022,CA,92,17,7,CA92_2022_488,,
488,2022,CA,92,22,7,CA92_2022_488,,
488,2022,CA,92,22,4,CA92_2022_488,,
488,2022,CA,92,17,4,CA92_2022_488,,
489,2022,CA,90,23,-1,CA90_2022_489,,
489,2022,CA,90,25,-1,CA90_2022_489,,
489,2022,CA,90,25,-5,CA90_2022_489,,
489,2022,CA,90,20,-5,CA90_2022_489,,
489,2022,CA,90,20,-2,CA90_2022_489,,
489,2022,CA,90,23,-2,CA90_2022_489,,
490,2022,T,101,168,-40,T101_2022_490,,
490,2022,T,101,172,-40,T101_2022_490,,
490,2022,T,101,172,-42,T101_2022_490,,
490,2022,T,101,168,-42,T101_2022_490,,
491,2022,T,90,103,-38,T90_2022_491,,
491,2022,T,90,110,-38,T90_2022_491,,
491,2022,T,90,110,-48,T90_2022_491,,
491,2022,T,90,103,-48,T90_2022_491,,
492,2022,T,102,190,-53,T102_2022_492,,
492,2022,T,102,191,-53,T102_2022_492,,
492,2022,T,102,191,-56,T102_2022_492,,
492,2022,T,102,190,-56,T102_2022_492,,
493,2022,T,26,174,-64,T26_2022_493,,
493,2022,T,26,174,-71,T26_2022_493,,
493,2022,T,26,177,-71,T26_2022_493,,
493,2022,T,26,177,-68,T26_2022_493,,
493,2022,T,26,179,-68,T26_2022_493,,
493,2022,T,26,179,-66,T26_2022_493,,
493,2022,T,26,177,-66,T26_2022_493,,
493,2022,T,26,177,-64,T26_2022_493,,
494,2023,T,103,177,-64,T103_2023_494,,
494,2023,T,103,182,-64,T103_2023_494,,
494,2023,T,103,182,-67,T103_2023_494,,
494,2023,T,103,179,-67,T103_2023_494,,
494,2023,T,103,179,-66,T103_2023_494,,
494,2023,T,103,177,-66,T103_2023_494,,
495,2023,CA,94,20,17,CA94_2023_495,,
495,2023,CA,94,22,17,CA94_2023_495,,
495,2023,CA,94,22,16,CA94_2023_495,,
495,2023,CA,94,24,16,CA94_2023_495,,
495,2023,CA,94,24,13,CA94_2023_495,,
495,2023,CA,94,22,13,CA94_2023_495,,
495,2023,CA,94,22,12,CA94_2023_495,,
495,2023,CA,94,20,12,CA94_2023_495,,
496,2023,CA,93,27,12,CA93_2023_496,,
496,2023,CA,93,30,12,CA93_2023_496,,
496,2023,CA,93,30,9,CA93_2023_496,,
496,2023,CA,93,27,9,CA93_2023_496,,
497,2023,T,104,191,-53,T104_2023_497,,
497,2023,T,104,194,-53,T104_2023_497,,
497,2023,T,104,194,-56,T104_2023_497,,
497,2023,T,104,191,-56,T104_2023_497,,
